ID,Year,ProductName,Company,Country,IndustryGroup,WeightKG,CarbonFootprintKG,ProtocolPCF,ChangePCF,ChangeReason,UpstreamPercentTotalPCF,OperationsPercentTotalPCF,DownstreamPercentTotalPCF
4235-31-2016,2016,Mercedes-Benz GLE Plug-In Hybrid - GLE 500 e 4MATIC,Daimler AG,Germany,Automobiles & Components,3500,39000,ISO,,N/a (no %change reported),,,
4235-3-2015,2015,Mercedes-Benz C-Class,Daimler AG,Germany,Automobiles & Components,1505,50500,ISO,,N/a (no %change reported),,,
4235-32-2016,2016,Mercedes-Benz S-Class (S 500),Daimler AG,Germany,Automobiles & Components,2050,85000,ISO,,N/a (no %change reported),,,
4235-33-2016,2016,Mercedes-Benz S-Class Hybrid (S 300 BlueTEC HYBRID),Daimler AG,Germany,Automobiles & Components,2715,51000,ISO,,N/a (no %change reported),,,
4235-34-2016,2016,Mercedes-Benz S-Class Hybrid (S 400 h),Daimler AG,Germany,Automobiles & Components,2595,66000,ISO,,N/a (no %change reported),,,
4235-35-2016,2016,Mercedes-Benz S-Class Plug-In Hybrid (S 500 e),Daimler AG,Germany,Automobiles & Components,2585,38000,ISO,,N/a (no %change reported),,,
4235-36-2016,2016,Mercedes-Benz SL (SL 350),Daimler AG,Germany,Automobiles & Components,2065,72000,ISO,,N/a (no %change reported),,,
4235-37-2016,2016,Mercedes-Benz SLC (SLK 200 BlueEFFICIENCY),Daimler AG,Germany,Automobiles & Components,2015,45000,ISO,,N/a (no %change reported),,,
4235-4-2015,2015,Mercedes-Benz C-Class e,Daimler AG,Germany,Automobiles & Components,1580,27400,ISO,,N/a (no %change reported),,,
4235-5-2015,2015,Mercedes-Benz E-Class Saloon,Daimler AG,Germany,Automobiles & Components,1680,47200,ISO,,N/a (no %change reported),,,
4235-6-2015,2015,Mercedes-Benz M-Class - Passenger Car,Daimler AG,Germany,Automobiles & Components,2110,43600,,,N/a (no %change reported),,,
4235-7-2015,2015,Mercedes-Benz S-Class,Daimler AG,Germany,Automobiles & Components,2015,54000,ISO,,N/a (no %change reported),,,
4235-8-2015,2015,Mercedes-Benz B-Class electric drive,Daimler AG,Germany,Automobiles & Components,1725,22600,ISO,,N/a (no %change reported),,,
4235-9-2015,2015,Mercedes-Benz CLA-Class,Daimler AG,Germany,Automobiles & Components,1490,30000,ISO,,N/a (no %change reported),,,
4311-1-2013,2013,Set yoghourt,Danone,France,"Food, Beverage & Tobacco",1,1.531,PAS2050,,N/a (no %change reported),0.6519,0.113,0.2351
4311-2-2013,2013,Drink yoghourt,Danone,France,"Food, Beverage & Tobacco",1,1.297,PAS2050,,N/a (no %change reported),0.6345,9.10E-02,0.2745
4311-3-2013,2013,Plain Water (SKU: Bonafont 1L film bottle),Danone,France,"Food, Beverage & Tobacco",1,0.174,PAS2050,,N/a (no %change reported),0.3563,0.1724,0.4713
4311-4-2015,2015,BONAFONT NATURAL 6000 ML X2 FILM 84 (6L RPET Bottle)_54742,Danone,France,Food & Beverage Processing,1,0.145,PAS2050,-4.00E-02,Product carbon efficiency changed,0.3624,0.1978,0.4398
4311-5-2015,2015,DANONE MPCK STRAWBERRY 1960G (8X245G)_87121,Danone,France,Food & Beverage Processing,1,2.279,,,N/a (no previous data available),0.7826,5.48E-02,0.1626
4311-6-2015,2015,SILHOUETTE ST/PE/RA/BL 100GX16_14967,Danone,France,Food & Beverage Processing,1,1.26,,,N/a (no previous data available),0.7878,4.91E-02,0.1631
4311-7-2015,2015,Activia STR/PCH/BLU 24X4OZ CLUB_67740,Danone,France,Food & Beverage Processing,1,2.253,,,N/a (no previous data available),0.7478,7.31E-02,0.1791
432-1-2016,2016,Argon,Air Liquide,France,Materials,1.785714286,0.567,,-6.90E-02,Product carbon efficiency changed,,,
432-3-2016,2016,Nitrogen,Air Liquide,France,Materials,1.25,0.501,,-0.0118,Product carbon efficiency changed,,,
4332-1-2014,2014,Keyboards,Darfon Electronics Corp,Taiwan,Technology Hardware & Equipment,0.445,10.41,PAS2050,,N/a (no previous data available),,,
4332-1-2015,2015,Keyboard,Darfon Electronics Corp,Taiwan,Technology Hardware & Equipment,0.158,0.89,PAS2050,5.00E-02,Model and/or parameters changed (but not product),,,
4416-1-2016,2016,DC fan,Delta Electronics,Taiwan,Technology Hardware & Equipment,0.26,1.86,PAS2050,,N/a (no %change reported),0.8409,0.1591,0
4416-2-2016,2016,External power supply/ portable adaptor,Delta Electronics,Taiwan,Technology Hardware & Equipment,0.363,7.9,PAS2050,,N/a (no %change reported),0.9684,3.16E-02,0
4416-3-2016,2016,PV Inverter,Delta Electronics,Taiwan,Technology Hardware & Equipment,81.918782,686.42,PAS2050,,N/a (no %change reported),0.9514,4.86E-02,0
4416-4-2016,2016,TPS (Telecom Power System),Delta Electronics,Taiwan,Technology Hardware & Equipment,4.1,69.437,ISO,,N/a (no %change reported),5.49E-02,0.9451,0
4433-10-2015,2015,Latitude E6440,Dell Inc.,USA,Technology Hardware & Equipment,2.12,348,,,N/a (no %change reported),0.4889,0.1864,0.3247
4433-11-2015,2015,Latitude E6540,Dell Inc.,USA,Technology Hardware & Equipment,2.56,408,,,N/a (no %change reported),0.4595,0.1753,0.3652
4433-1-2013,2013,"The Latitude E6400 is a typical high-volume, mainstream business laptop that is representative of a range of similar laptop  products. It is Energy Star® 5.0 qualified and EPEAT Gold registered.",Dell Inc.,USA,Technology Hardware & Equipment,2.52,350,ISO,,N/a (no %change reported),,,
4433-12-2015,2015,Latitude E7240,Dell Inc.,USA,Technology Hardware & Equipment,1.36,310,,,N/a (no %change reported),0.5866,0.2237,0.1897
4433-13-2015,2015,Latitude E7440,Dell Inc.,USA,Technology Hardware & Equipment,1.63,276,,,N/a (no %change reported),0.5639,0.2151,0.221
4433-14-2015,2015,OptiPlex 3030 all-in-one,Dell Inc.,USA,Technology Hardware & Equipment,7.03,480,,,N/a (no %change reported),0.3635,0.1386,0.4979
4433-2-2013,2013,"The OptiPlex 780 Mini Tower is a typical high-volume, mainstream business desktop that is representative of a range of similar desktop products. It is Energy Star® 5.0 compliant and EPEAT Gold registered.",Dell Inc.,USA,Technology Hardware & Equipment,11.7,800,ISO,,N/a (no %change reported),,,
4433-3-2013,2013,"PowerEdge R710 is a typical high-volume, next-generation Intel Xeon processor-based 2U Rack Server that is representative of a range of similar server products.",Dell Inc.,USA,Technology Hardware & Equipment,26.1,6360,ISO,,N/a (no %change reported),,,
4433-3-2015,2015,PowerEdge R710,Dell Inc.,USA,Technology Hardware & Equipment,26.1,6360,,,N/a (no %change reported),5.72E-02,0.0218,0.921
4433-4-2015,2015,OptiPlex 3010 Minitower (MT),Dell Inc.,USA,Technology Hardware & Equipment,5.7,624,,,N/a (no %change reported),0.326,0.1243,0.5497
4433-5-2015,2015,OptiPlex 9010 Small Form Factor (SFF),Dell Inc.,USA,Technology Hardware & Equipment,6,667,,,N/a (no %change reported),0.2839,0.1083,0.6078
4433-6-2015,2015,Latitude E3440,Dell Inc.,USA,Technology Hardware & Equipment,2,314,,,N/a (no %change reported),0.5019,0.1914,0.3067
4433-7-2015,2015,Latitude E3540,Dell Inc.,USA,Technology Hardware & Equipment,2.22,309,,,N/a (no %change reported),0.5371,0.2048,0.2581
4433-8-2015,2015,Latitude E5440,Dell Inc.,USA,Technology Hardware & Equipment,2,292,,,N/a (no %change reported),0.5578,0.2127,0.2295
4433-9-2015,2015,Latitude E5540,Dell Inc.,USA,Technology Hardware & Equipment,2.3,311,,,N/a (no %change reported),0.538,0.2052,0.2568
462-10-2013,2013,Average of all products sold to Braskem,Akzo Nobel,Netherlands,Materials,1,5.5,GHGP,,N/a (no previous data available),,,
462-10-2014,2014,Average of all products sold to Braskem,Akzo Nobel,Netherlands,Materials,1000,5500,GHGP,,N/a (no %change reported),,,
462-10-2015,2015,Average of all products sold to Braskem,Akzo Nobel,Netherlands,Chemicals,1000,6500,GHGP,0.18,Model and/or parameters changed (but not product),,,
462-10-2016,2016,Average of all products sold to Braskem,Akzo Nobel,Netherlands,Materials,1000,6240,GHGP,-4.00E-02,No specific reason reported,,,
462-11-2014,2014,Aggregated Global Sales for KAO,Akzo Nobel,Netherlands,Materials,1000,3100,GHGP,,N/a (no %change reported),0.8355,0.1645,0
462-1-2013,2013,Beverage can inside spray lacquer steel - Aqualure 905,Akzo Nobel,Netherlands,Materials,1000,2000,GHGP,,N/a (no %change reported),0.9596,4.04E-02,0
462-1-2014,2014,Beverage can inside spray lacquer steel,Akzo Nobel,Netherlands,Materials,1000,2000,GHGP,,N/a (no %change reported),0.9596,4.04E-02,0
462-12-2014,2014,Average of all products sold to KAO,Akzo Nobel,Netherlands,Materials,1000,4900,GHGP,,N/a (no previous data available),,,
462-13-2015,2015,Aggregated Global Sales for Customer CNH Industrial NV,Akzo Nobel,Netherlands,Chemicals,1000,4700,GHGP,,N/a (no previous data available),0.913,8.70E-02,0
462-14-2016,2016,Aggregated global sales for Dell Inc,Akzo Nobel,Netherlands,Materials,1000,1320,GHGP,-0.26,Model/parameters AND product carbon efficiency changed,,,
462-15-2016,2016,Aggregated sales to Symrise,Akzo Nobel,Netherlands,Materials,1000,141,,,N/a (no previous data available),,,
462-16-2016,2016,Caustic products delivered to ICL,Akzo Nobel,Netherlands,Materials,1000,440,,,N/a (no previous data available),,,
462-17-2016,2016,Chelates and Micronutrients sold to ICL,Akzo Nobel,Netherlands,Materials,1,2.85,GHGP,,N/a (no previous data available),,,
462-18-2016,2016,Chlormethane products delivered to ICL,Akzo Nobel,Netherlands,Materials,1000,1800,,,N/a (no previous data available),,,
462-2-2013,2013,"Beverage can inside spray lacquer aluminium - Aqualure 900, Aqualure 2000 etc.",Akzo Nobel,Netherlands,Materials,1000,1600,GHGP,,N/a (no %change reported),0.9494,5.06E-02,0
462-2-2014,2014,Beverage can inside spray lacquer aluminium,Akzo Nobel,Netherlands,Materials,1000,1600,GHGP,,N/a (no %change reported),0.9494,5.06E-02,0
462-2-2015,2015,Beverage can inside spray lacquer aluminium,Akzo Nobel,Netherlands,Chemicals,1000,1600,GHGP,,N/a (no %change reported),0.9494,5.06E-02,0
462-3-2013,2013,Overprint varnishes  (also used to approximate rim varnishes),Akzo Nobel,Netherlands,Materials,1000,2200,GHGP,,N/a (no %change reported),0.9633,3.67E-02,0
462-3-2014,2014,Overprint varnishes,Akzo Nobel,Netherlands,Materials,1000,2200,GHGP,,N/a (no %change reported),0.9633,3.67E-02,0
462-3-2015,2015,Overprint varnishes,Akzo Nobel,Netherlands,Chemicals,1000,2200,GHGP,,N/a (no %change reported),0.9633,3.67E-02,0
462-4-2013,2013,Aggregated Global Sales for Unilever - Polyacrylates and other products,Akzo Nobel,Netherlands,Materials,1,3,GHGP,-0.21,Product carbon efficiency changed,0.702,0.298,0
462-4-2014,2014,Aggregated Global Sales for Unilever,Akzo Nobel,Netherlands,Materials,1000,3420,GHGP,0.15,Product carbon efficiency changed,0.7164,0.2836,0
462-4-2015,2015,Aggregated Global Sales for Unilever,Akzo Nobel,Netherlands,Chemicals,1000,2580,GHGP,-0.25,Product carbon efficiency changed,0.7481,0.2519,0
462-4-2016,2016,Aggregated Global Sales for Unilever,Akzo Nobel,Netherlands,Materials,1,2.54,GHGP,,N/a (no %change reported),,,
462-5-2013,2013,Aggregated Global Sales for L'Oreal - Polyacrylates and other products,Akzo Nobel,Netherlands,Materials,1,2.2,GHGP,,N/a (no %change reported),0.5018,0.4982,0
462-5-2014,2014,Aggregated Global Sales for L'Oreal,Akzo Nobel,Netherlands,Materials,1000,3010,GHGP,0.39,Model/parameters AND product carbon efficiency changed,0.6545,0.3455,0
462-5-2015,2015,Aggregated Global Sales for L'Oreal,Akzo Nobel,Netherlands,Chemicals,1000,2760,GHGP,-8.00E-02,Model/parameters AND product carbon efficiency changed,0.6474,0.3526,0
462-5-2016,2016,Aggregated Global Sales for L'Oreal,Akzo Nobel,Netherlands,Materials,1,2.69,GHGP,,N/a (no %change reported),,,
462-6-2013,2013,Aggregated Global Sales for Johnson & Johnson - Polyacrylates and other products,Akzo Nobel,Netherlands,Materials,1,2,GHGP,-0.24,Product carbon efficiency changed,0.6373,0.3627,0
462-6-2014,2014,Aggregated Global Sales for Johnson & Johnson,Akzo Nobel,Netherlands,Materials,1000,3400,GHGP,-0.71,Model/parameters AND product carbon efficiency changed,0.7588,0.2412,0
462-6-2015,2015,Aggregated Global Sales for Johnson & Johnson,Akzo Nobel,Netherlands,Chemicals,1000,2910,GHGP,-0.14,Model/parameters AND product carbon efficiency changed,0.7423,0.2577,0
462-6-2016,2016,Aggregated Global Sales for Johnson & Johnson,Akzo Nobel,Netherlands,Materials,1,3.56,GHGP,,N/a (no %change reported),,,
462-7-2013,2013,Sodium chlorate produced in North America.,Akzo Nobel,Netherlands,Materials,1000,1200,GHGP,,N/a (no %change reported),0.1538,0.8462,0
462-8-2013,2013,"Sodium chlorate as solid phase, produced in South America.",Akzo Nobel,Netherlands,Materials,1000,220,GHGP,,N/a (no %change reported),0.5909,0.4091,0
462-9-2013,2013,Chlorine dioxide water solution produced in South America.,Akzo Nobel,Netherlands,Materials,1000,850,GHGP,,N/a (no %change reported),,,
46693-1-2013,2013,Extra Neutral Potable Ethanol 96.4%,NCP ALCOHOLS,South Africa,"Food, Beverage & Tobacco",1041.666667,2019,,,N/a (no %change reported),,,
46693-1-2016,2016,Extra Neutral Potable Ethanol 96.4%,NCP ALCOHOLS,South Africa,"Food, Beverage & Tobacco",1041.666667,1280,GHGP,0.031,Product carbon efficiency changed,,,
46702-1-2014,2014,Malt non HDP,MUNTONS PLC,United Kingdom,Food & Staples Retailing,1000,603,,,N/a (no %change reported),0.4992,0.5008,0
46702-2-2015,2015,Malted barley,MUNTONS PLC,United Kingdom,Food & Staples Retailing,1000,520,GHGP,-0.14,Product carbon efficiency changed,,,
46702-2-2016,2016,Malted Barley,MUNTONS PLC,United Kingdom,"Food, Beverage & Tobacco",1000,561,GHGP,-0.0106,Product carbon efficiency changed,0.5615,0.2954,0.1431
46702-3-2016,2016,Malt extract,MUNTONS PLC,United Kingdom,"Food, Beverage & Tobacco",1000,947,GHGP,-3.07E-02,Product carbon efficiency changed,,,
46702-4-2016,2016,Malt flour in sack,MUNTONS PLC,United Kingdom,"Food, Beverage & Tobacco",1000,599,GHGP,-1.16E-02,Product carbon efficiency changed,,,
46702-5-2016,2016,Unmalted barley at harvest,MUNTONS PLC,United Kingdom,"Food, Beverage & Tobacco",1000,240,GHGP,,N/a (no %change reported),,,
46807-1-2016,2016,H10311 - La vie est belle,BORMIOLI LUIGI,Italy,Materials,0.354,0.944,ISO,,N/a (no previous data available),,,
46807-2-2016,2016,H4953 - Armani IO 100 ml,BORMIOLI LUIGI,Italy,Materials,0.195,0.531,ISO,,N/a (no previous data available),,,
47200-1-2015,2015,H000 (Set-top Box),HUMAX ELECTRONICS CO LTD,South Korea,Technology Hardware & Equipment,1.98804,79.188,ISO,-0.488,Product carbon efficiency changed,0.1175,0.0161,0.866
47410-1-2014,2014,Tire,Maxxis International,Taiwan,Automobiles & Components,12.7,105.924,,,N/a (no %change reported),,,
47498-1-2013,2013,Corrugated box average Corrugated box Sab miller,CartOne S.r.l.,Italy,Materials,1,1.16,EPD,,N/a (no %change reported),0.8879,0.1121,0
47502-1-2013,2013,metal crown caps,Fabrica de Tapas Bavaria,Colombia,"Food, Beverage & Tobacco",2.35E-03,4.00E-04,GHGP,5.00E-02,Product carbon efficiency changed,,,
47502-1-2014,2014,Crown caps,Fabrica de Tapas Bavaria,Colombia,"Food, Beverage & Tobacco",2.35E-03,4.30E-04,GHGP,2.32E-02,Product carbon efficiency changed,,,
48227-1-2013,2013,Sodium sulbactam 3,SHENYANG DONGRUI,China,Materials,1,70,,-0.014,Product carbon efficiency changed,,,
48227-2-2013,2013,cyanodiester,SHENYANG DONGRUI,China,Materials,1,6,,,N/a (no %change reported),,,
48354-1-2014,2014,480ml Bottle,"YONYU Plastics (Shanghai) Co.,Ltd",USA,Materials,4.80E-02,7.00E-02,GHGP,,N/a (no %change reported),,,
48354-2-2014,2014,18mm Cap,"YONYU Plastics (Shanghai) Co.,Ltd",USA,Materials,4.34E-02,0.01,GHGP,,N/a (no %change reported),,,
48440-1-2016,2016,Fajar Board,PT Fajar Surya Wisesa Tbk,Indonesia,Materials,1000,721,,3.00E-02,Product carbon efficiency changed,,,
48775-1-2013,2013,Stevia Sweeteners,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",1,65.71,,,N/a (no %change reported),,,
48775-2-2013,2013,Stevia Sweetener,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",1,47.51,,,N/a (no %change reported),,,
48775-3-2013,2013,Natural Flavors,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",1,45.81,,,N/a (no %change reported),,,
48775-4-2013,2013,Stevia Sweeteners,PURECIRCLE USA,Malaysia,"Food, Beverage & Tobacco",1,74.64,,,N/a (no %change reported),,,
50932-1-2015,2015,Tobacco,MI (Michaelleides),Greece,Tobacco,1,0.7,GHGP,-0.247,Product carbon efficiency changed,0.5714,0.4286,0
511-2-2014,2014,Semi-finished aluminum sheet (hot rolled products),Alcoa Corp.,USA,Materials,1000,3940,ISO,-0.19,Product carbon efficiency changed,0.2642,0.7358,0
511-2-2016,2016,Semi-finished aluminum sheet (hot rolled products),Alcoa Corp.,USA,Materials,1000,410,ISO,,N/a (no previous data available),,,
511-3-2014,2014,Semi-finished aluminum sheet (cold rolled products),Alcoa Corp.,USA,Materials,1000,5340,,-0.19,Product carbon efficiency changed,,,
511-3-2016,2016,Semi-finished aluminum sheet (cold rolled products),Alcoa Corp.,USA,Materials,1000,410,ISO,,N/a (no %change reported),,,
511-4-2016,2016,Alumina,Alcoa Corp.,USA,Materials,1000,2219,ISO,,N/a (no previous data available),,,
511-5-2016,2016,Primary aluminum ingot,Alcoa Corp.,USA,Materials,1000,6512,ISO,,N/a (no previous data available),,,
511-7-2016,2016,Cast aluminum products,Alcoa Corp.,USA,Materials,1000,720,ISO,,N/a (no previous data available),,,
51489-1-2014,2014,kettle,DRAGON WILL ENTERPRISE,China,Consumer Durables & Apparel,1.3,50,Bilan Carbone,5.00E-02,Model and/or parameters changed (but not product),,,
52397-1-2016,2016,aluminium wheel,ZHEJIANG WANFENG AUTO WHEEL CO LTD,China,Capital Goods,1,2.923,,-0.115,Product carbon efficiency changed,,,
5344-1-2013,2013,Vaccum Cleaners (Canisters & Uprights),Electrolux,Sweden,Consumer Durables & Apparel,6.4,409,EUPEF,,N/a (no %change reported),7.03E-02,0.0177,0.912
5344-1-2014,2014,Vaccum Cleaners,Electrolux,Sweden,Consumer Durables & Apparel,6.4,409,EUPEF,,N/a (no %change reported),7.03E-02,0.0177,0.912
5344-1-2015,2015,Vaccum Cleaners,Electrolux,Sweden,"Consumer Durables, Household and Personal Products",6.4,409,,,N/a (no %change reported),7.03E-02,0.0177,0.912
5414-1-2013,2013,"Notebook (Classmate PC) E11IS is manufactured & designed by ECS's factory located in eastern China, its GHG emission inventoried in 2012 by methodology of PAS 2050:2011 and verified by SGS ready.","Elitegroup computer systems co., Ltd.",Taiwan,Technology Hardware & Equipment,1.3,213.17,PAS2050,,N/a (no previous data available),0.9798,2.02E-02,0
5414-3-2013,2013,"30L desktop model vBeijing2_I for design stage plus manufacturing stage, made by ECS's factory loacted in southern China (GHG emission inventoried in 2012 by methodology of ISO 14064-1 and allocation basis by weight)","Elitegroup computer systems co., Ltd.",Taiwan,Technology Hardware & Equipment,9.26,1.672,GHGP,-7.93E-02,No specific reason reported,,,
61026-1-2016,2016,Beedwire 0.96,WOLF,Germany,Automobiles & Components,450,502,ISO,,N/a (no %change reported),,,
61026-2-2016,2016,Beedwire 1.27,WOLF,Germany,Automobiles & Components,450,446,ISO,,N/a (no %change reported),,,
6860-10-2017,2017,S3840cdn,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,26,2300,ISO,,N/a (no %change reported),8.32E-02,2.10E-03,0.9147
6860-11-2017,2017,S3845cdn,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,33,2400,ISO,,N/a (no %change reported),0.1092,2.10E-03,0.8887
6860-1-2013,2013,C1760nw Perinter,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,13,491,GHGP,0.15,No specific reason reported,0.1426,3.87E-02,0.8187
6860-2-2013,2013,2150cdn  printer,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,24,573,GHGP,0.15,No specific reason reported,0.1257,0.0332,0.8412
6860-3-2014,2014,C2660dn,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,25.600753,1400,ISO,5.00E-02,No specific reason reported,0.1183,0.0207,0.861
6860-3-2015,2015,C2660dn,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,25.600753,1400,ISO,5.00E-02,No specific reason reported,0.1183,0.0207,0.861
6860-3-2017,2017,C2660dn,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,25.600753,1400,ISO,,N/a (no %change reported),0.1183,0.0207,0.861
6860-4-2014,2014,C2665dnf,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,115,1500,ISO,5.00E-02,No specific reason reported,0.1558,1.51E-02,0.8292
6860-4-2015,2015,C2665dnf,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,115,1500,ISO,5.00E-02,No specific reason reported,0.14,1.53E-02,0.8447
6860-5-2017,2017,H625cdw,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,31.7,1200,ISO,,N/a (no %change reported),0.1522,2.11E-02,0.8267
6860-6-2017,2017,H815dw,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,19,2300,ISO,,N/a (no %change reported),5.64E-02,6.10E-03,0.9375
6860-7-2017,2017,H825cdw,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,31.7,1300,ISO,,N/a (no %change reported),0.1414,1.96E-02,0.839
6860-8-2017,2017,S2815dn,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,19,2300,ISO,,N/a (no %change reported),5.64E-02,6.10E-03,0.9375
6860-9-2017,2017,S2825cdn,"Fuji Xerox Co., Ltd.",Japan,Technology Hardware & Equipment,31.7,1300,ISO,,N/a (no %change reported),0.1414,1.96E-02,0.839
6874-1-2013,2013,Desk Top PC  ESPRIMO Ｄ582/Ｅ,Fujitsu Ltd.,Japan,Technology Hardware & Equipment,5.89,140.1,ISO,-0.162,Product carbon efficiency changed,9.30E-03,3.50E-03,0.9872
6874-1-2014,2014,Desk top personal computer,Fujitsu Ltd.,Japan,Software & Services,5.89,140.1,ISO,-0.162,Product carbon efficiency changed,0.5378,1.28E-02,0.4494
6874-3-2017,2017,Server,Fujitsu Ltd.,Japan,Software & Services,7,690,ISO,-6.80E-02,Product carbon efficiency changed,,,
7164-1-2013,2013,Average of all GM vehicles produced and used in the 10 year life-cycle.,General Motors Company,USA,Automobiles & Components,1820.086,27588,GHGP,5.00E-02,Model/parameters AND product carbon efficiency changed,,,
7164-1-2014,2014,Average of all GM vehicles produced and used in the 10 year life-cycle.,General Motors Company,USA,Automobiles & Components,1820.086,33933,GHGP,0.1,Model/parameters AND product carbon efficiency changed,0.019,5.90E-03,0.9751
7164-1-2015,2015,Average of all GM vehicles produced and used in the 10 year life-cycle.,General Motors Company,USA,Automobiles & Components,1820.086,39100,GHGP,0.15,Model/parameters AND product carbon efficiency changed,0.0161,5.00E-03,0.9789
7164-1-2016,2016,Average GM Vehicle,General Motors Company,USA,Automobiles & Components,1820.086,36386,GHGP,3.00E-02,Model/parameters AND product carbon efficiency changed,,,
7283-1-2013,2013,Cast iron pipes and fittings,Georg Fischer,Switzerland,Capital Goods,1,2.42,,,N/a (no %change reported),0.8264,0.1653,8.30E-03
73475-1-2016,2016,Coal,"CNX Coal Resources, LP",USA,Energy,1000,3025,GHGP,,N/a (no previous data available),0.1887,9.99E-02,0.7114
8338-1-2014,2014,Elevator,"Hitachi, Ltd.",Japan,Technology Hardware & Equipment,2270,9328,ISO,,N/a (no %change reported),,,
8362-1-2016,2016,Land Cruiser Prado. FJ Cruiser. Dyna trucks. Toyoace.IMV def unit.,"Hino Motors, Ltd.",Japan,Automobiles & Components,2272.33,191687,M. Env. Japan v2.2,-5.00E-02,Model and/or parameters changed (but not product),2.90E-02,2.50E-03,0.9685
8517-1-2014,2014,Invercote,Holmen,Sweden,Materials,1000,370,,-0.12,Product carbon efficiency changed,,,
8517-1-2015,2015,Invercote,Holmen,Sweden,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000,211,CEPI,-0.43,Product carbon efficiency changed,0.1929,0.5372,0.2699
8517-2-2014,2014,Incada,Holmen,Sweden,Materials,1000,292,,-0.75,Product carbon efficiency changed,,,
8517-2-2015,2015,Incada,Holmen,Sweden,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000,210,CEPI,-0.18,Product carbon efficiency changed,0.2265,0.6307,0.1429
8663-1-2015,2015,4Gb LPDDR2 SDRAM,SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,8.40E-03,0.634,Carbon Labeling Certificate,-0.214,Product carbon efficiency changed,,,
8663-2-2015,2015,64Gb NAND Flash MLC,SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,8.40E-03,0.691,Carbon Labeling Certificate,-0.224,Product carbon efficiency changed,,,
8663-3-2015,2015,4Gb LPDDR3 SDRAM,SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,8.40E-03,0.735,,-8.90E-02,Product carbon efficiency changed,,,
904-1-2013,2013,Organic coated coil for the Nature product range (which includes the products Granite® and Estetic®) having a mean surface mass of 4.7kg. The Nature range of innovative chromium-free organic coated steels for the construction industry is the result of 15,Arcelor Mittal,Luxembourg,Materials,4.7,7.3,ISO,,N/a (no previous data available),,,
904-2-2013,2013,Retaining wall structure with a main wall (sheet pile): 136 tonnes of steel sheet piles and 4 tonnes of tierods per 100 meter wall,Arcelor Mittal,Luxembourg,Materials,140000,167000,ISO,,N/a (no previous data available),,,
9101-1-2015,2015,Ingenico terminals,Ingenico,France,Technology Hardware & Equipment,0.6,49.98,GHGP,,N/a (no %change reported),0.5866,2.79E-02,0.3854
9298-1-2013,2013,Server CPU,Intel Corporation,USA,Technology Hardware & Equipment,0.4082331,29,,,N/a (no %change reported),0.2414,0.6897,6.90E-02
9298-1-2014,2014,Server CPU,Intel Corporation,USA,Semiconductors & Semiconductor Equipment,0.4082331,29,,,N/a (no %change reported),0.3207,0.5414,0.1379
9298-2-2013,2013,Desktop CPU,Intel Corporation,USA,Technology Hardware & Equipment,0.4082331,14,,,N/a (no %change reported),0.2143,0.7143,7.14E-02
9298-2-2014,2014,Desktop CPU,Intel Corporation,USA,Semiconductors & Semiconductor Equipment,0.4082331,14,,,N/a (no %change reported),0.3214,0.5429,0.1357
9298-3-2013,2013,Mobile CPU,Intel Corporation,USA,Technology Hardware & Equipment,0.4082331,7,,0.17,Product carbon efficiency changed,0.2857,0.7143,0
9298-3-2014,2014,Mobile CPU,Intel Corporation,USA,Semiconductors & Semiconductor Equipment,0.4082331,7,,,N/a (no %change reported),0.3143,0.5429,0.1429
9792-1-2017,2017,Complete catalyst system for diesel-powered passenger car exhaust,Johnson Matthey,United Kingdom,Materials,2,188,ISO,,N/a (no %change reported),,,
9792-2-2017,2017,Three-way Catalyst for gasoline-powered passenger car exhaust,Johnson Matthey,United Kingdom,Materials,2,63,ISO,,N/a (no %change reported),,,
